"","unlistTitulosgenero","Freq","unlistTitulostitulos","Freq","Var1","Freq"
"742","Género(s):DramaEcchiMisterioPsicolóGicoSeinenSobrenaturalTragedia",1,"Ikoku Irokoi Romantan(yaoi)",1,"4651",2
"743","Género(s):DramaEcchiRomance",1,"Ikujinashi no Spectator",1,"4653",1
"744","Género(s):DramaEcchiRomanceComedia",2,"Ilegenes - Kokuyou no Kiseki",1,"4661",1
"745","Género(s):DramaEcchiRomanceSeinen",1,"Im Great Priest Imhotep",1,"4662",1
"746","Género(s):DramaEcchiRomanceShounen",1,"Imawabi no Dakini",1,"4663",1
"747","Género(s):DramaEcchiRomanceSobrenatural",1,"Imitación",1,"4674",1
"748","Género(s):DramaEcchiRomanceWebcomic",1,"Immoral Curriculum",2,"4678",1
"749","Género(s):DramaEcchiVida EscolarRomanceSobrenatural ",1,"Immortal Regis",3,"4679",1
"750","Género(s):DramaEcchiYonkoma",1,"immortal regis-Cavalier of the Abyss",1,"4680",1
"751","Género(s):DramaEscolarShojoShounenSobrenaturalTragedia",1,"In Another World with a Smartphone (Novela)",1,"4832",1
"752","Género(s):DramaFantasíAHistóRicoRomanceShojoSobrenatural",1,"In the Chocolate",1,"4834",1
"753","Género(s):DramaFantasíAHistóRicoRomanceShonen",1,"Inari Konkon Koi Iroha",1,"4836",1
"754","Género(s):DramaFantasíAHistóRicoShojoSobrenatural",3,"Incesto Familiar",1,"4841",1
"755","Género(s):DramaFantasíAJosei MaduroRomanceSobrenatural",1,"Infection",1,"4844",2
"756","Género(s):DramaFantasíAMaduroRecuentos De La Vida RomanceSobrenaturalYaoi",1,"Infiltrado secreto",1,"4846",1
"757","Género(s):DramaFantasíAMaduroRecuentos De La VidaRomanceSobrenaturalYaoi",1,"INITIAL D",1,"4848",2
"758","Género(s):DramaFantasíAMisterio",2,"Inransei Souseiji (Amores de Familia)",1,"4858",3
"759","Género(s):DramaFantasíARomanceShojo",2,"Into the Net",1,"4860",1
"760","Género(s):DramaFantasíARomanceSobrenaturalYaoi",1,"Inugamihime ni Kuchizuke",1,"4862",1
"761","Género(s):DramaFantasíASupervivencia",1,"Inuyashiki",1,"4863",1
"762","Género(s):DramaGender BenderRomance",1,"Iris Zero",2,"4865",1
"763","Género(s):DramaGender BenderRomanceComedia",1,"Iron Ladies",1,"4867",1
"764","Género(s):DramaHaremJoseiRomance",1,"Is my hobby weird?",1,"4878",1
"765","Género(s):DramaHaremRomanceSchool LifeShoujo",1,"Isekai Cheat Magician",2,"4882",1
"766","Género(s):DramaHistóRicoMisterioRecuentos De La Vida",1,"Isekai Houtei: Rebuttal Barrister",1,"4884",1
"767","Género(s):DramaHistóRicoPsicolóGicoRomanceSeinenTragedia",2,"ISEKAI KENKOKUKI",3,"4889",1
"768","Género(s):DramaHistóRicoRomanceComediaMagiaArtes Marciales",1,"Isekai Mahou wa Okureteru!",3,"4895",1
"769","Género(s):DramaHorrorMaduroPsicolóGicoSeinenSobrenaturalTragedia",1,"Isekai Maou to Shoukan Shoujo Dorei Majutsu",2,"4896",1
"770","Género(s):DramaHorrorMaduroPsicolóGicoShonenSobrenaturalTragedia",1,"Isekai Meikyuu de Dorei Harem wo",1,"4897",1
"771","Género(s):DramaHorrorPsicolóGicoSeinenShonenSuspenseTragediaVida Escolar",1,"Isekai ni Tobasareta Ossan wa Doko e Iku?",1,"4901",1
"772","Género(s):DramaHorrorRomanceSeinenSobrenaturalSuspense",1,"Isekai Onsen ni Tensei shita Ore no Kounou ga Tondemosugiru",1,"4906",1
"773","Género(s):DramaHorrorSeinen",1,"Isekai Shihai no Skill Taker: Zero kara Hajimeru Dorei Harem",1,"4943",1
"774","Género(s):DramaHorrorVida EscolarSobrenatural",1,"ISEKAI TENSEI HAREM (Novela)",1,"4949",1
"775","Género(s):DramaJoseiMaduroRomance",1,"Isekai Tensei ni Kansha o",1,"4950",1
"776","Género(s):DramaJoseiRecuentos De La Vida",1,"Isekai Tensei Soudouki",2,"4954",1
"777","Género(s):DramaJoseiRecuentos De La VidaRomance",1,"Isekai wa Smartphone to Tomo ni",1,"4956",1
"778","Género(s):DramaJoseiRomance",1,"Isekai wa Smartphone to Tomoni",1,"4966",1
"779","Género(s):DramaJoseiRomanceShojoSobrenatural",2,"Isekai Yakkyoku",2,"4968",1
"780","Género(s):DramaMaduroMisterioRecuentos De La Vida RomanceSobrenaturalYuri",1,"Isekai Yururi Kikou - Kosodateshinagara Boukensha Shimasu",1,"4971",1
"781","Género(s):DramaMaduroPsicolóGicoRomanceTragediaYaoi",1,"Isuca",1,"4976",1
"782","Género(s):DramaMaduroPsicolóGicoSeinenTragedia",1,"It's My Life",1,"4982",1
"783","Género(s):DramaMaduroRomanceEscolarSeinen",1,"Itokoi Chidori",2,"4983",1
"784","Género(s):DramaMaduroRomanceSobrenaturalYaoi",1,"Itoshi no Nekokke",1,"4985",1
"785","Género(s):DramaMisterio",1,"Its not like that darling",1,"4993",1
"786","Género(s):DramaMisterioPsicolóGicoSeinenSobrenatural",1,"Itsuka Kimitachi mo Otona ni Naru",1,"4999",1
"787","Género(s):DramaMisterioRomanceEscolarShojoVida CotidianaSobrenaturalTragedia",1,"Jackass!",2,"5010",1
"788","Género(s):DramaMisterioRomanceSeinenSobrenatural",1,"Jagaaaaaan",1,"5019",1
"789","Género(s):DramaMisterioRomanceShojoVida Escolar",2,"Jazz para dos",1,"5024",1
"790","Género(s):DramaMisterioRomanceSobrenatural",1,"JEWELRY - Hane to Kotori no Subarashiki Hibi",1,"5027",1
"791","Género(s):DramaMusicalYuriRomance",1,"Ji shi hen ye aini",1,"5032",1
"792","Género(s):DramaMysteryShounen",2,"JIDOKHAGE KKEUREOANGO JIDOKHAGE KISEUHAGO!",1,"5037",2
"793","Género(s):DramaPsicolóGicoFantasíAVida Escolar",1,"Jigoku Meguri",1,"5051",1
"794","Género(s):DramaPsicolóGicoRecuentos De La VidaRomanceShojoVida Escolar",2,"Jigoku no Enra",1,"5071",1
"795","Género(s):DramaPsicolóGicoRomance",2,"JIGOKUREN-HELL LOVE",4,"5073",1
"796","Género(s):DramaPsicolóGicoTragedia",1,"Jikkyou!! Izumi-kun no Koi Moyou",1,"5074",1
"797","Género(s):DramaRecuentos De La VidaRomanceComedia",1,"Jingai no Yome to Icha Icha suru - Anthology Comic",2,"5075",1
"798","Género(s):DramaRecuentos De La VidaRomanceShojo",2,"Jishou F-Rank no Oniisama ga Game de Hyouka sareru Gakuen no Chouten ni Kunrin suru Sou desu yo?",1,"5077",1
"799","Género(s):DramaRecuentos De La VidaRomanceShojoVida Escolar",2,"Jishou! Heibon Mazoku no Eiyuu Life: B-kyuu Mazoku nano ni Cheat Dungeon wo Tsukutteshimatta Kekka",1,"5090",1
"800","Género(s):DramaRecuentos De La VidaRomanceShonen-AiYaoi",1,"Jitsu wa watashi wa",2,"5091",1
"801","Género(s):DramaRecuentos De La VidaRomanceShoujo-AiVida EscolarYuri",1,"JoJos Bizarre Adventure",1,"5095",1
"802","Género(s):DramaRecuentos De La VidaRomanceShoujo-AiYuri",1,"Jokyouju no Hatsukoi Case Study",1,"5102",1
"803","Género(s):DramaRecuentos De La VidaRomanceYaoi",1,"Joou no Hana",1,"5105",2
"804","Género(s):DramaRecuentos De La VidaRomanceYuri (Soft)Vida Escolar",1,"Joshi Shougakusei Hajimemashita P!",1,"5107",1
"805","Género(s):DramaRecuentos De La VidaVida Escolar",1,"Joshikausei",1,"5109",1
"806","Género(s):DramaRecuentos De La VidaYuri",1,"Jou-sama no Roommate",1,"5115",1
"807","Género(s):DramaReencarnacióNRomanceComediaHaremFantasíA",1,"Joukakei Kareshi",1,"5116",1
"808","Género(s):DramaReencarnacióNRomanceFantasíA",1,"Jugando con mi hermana menor",1,"5117",1
"809","Género(s):DramaRomance",18,"Jujutsu kaisen",1,"5122",1
"810","Género(s):DramaRomanceCiencia FiccióNSobrenaturalRecuentos De La Vida",1,"Junjou Onanist",1,"5124",1
"811","Género(s):DramaRomanceComedia",2,"Junjou Romantica",1,"5129",2
"812","Género(s):DramaRomanceEcchi",1,"Kabe ni Mary.com",1,"5132",2
"813","Género(s):DramaRomanceEscolar",1,"Kaguya Wants to be Confessed To: The Geniuses War of Love and Brains",2,"5138",1
"814","Género(s):DramaRomanceEscolarShojo",5,"Kaichou-sama ga Fiance de",1,"5139",1
"815","Género(s):DramaRomanceEscolarShojoVida Cotidiana",1,"Kaichou-sama ga Fiancee de",2,"5155",1
"816","Género(s):DramaRomanceEscolarShojoVida Cotidiana Tragedia",1,"Kaichou wa Maid-sama",1,"5183",1
"817","Género(s):DramaRomanceEscolarShojoVida CotidianaTragedia",2,"Kaifuku Jutsushi no Yarinaoshi",4,"5193",1
"818","Género(s):DramaRomanceFantasíAComedia",1,"Kaikan Phrase",1,"5201",1
"819","Género(s):DramaRomanceFantasíAVida Escolar",1,"Kainushi wa akuma",1,"5212",1
"820","Género(s):DramaRomanceGender BenderVida Escolar",2,"Kakafukaka",1,"5220",1
"821","Género(s):DramaRomanceGuerraHistoriaWebcomic",1,"Kakao 79%",2,"5694",1
"822","Género(s):DramaRomanceHaremEcchi",4,"Kakegurui",1,"5696",1
"823","Género(s):DramaRomanceRecuentos De La Vida",2,"Kakugo wa Iika Soko no Joshi",1,"5699",1
"824","Género(s):DramaRomanceRecuentos De La VidaComedia",3,"KAKURENBO HONEY",1,"5700",1
"825","Género(s):DramaRomanceRecuentos De La VidaVida Escolar",2,"Kamatte Hoshi No?",1,"5709",1
"826","Género(s):DramaRomanceRecuentos De La VidaYaoi",1,"Kami-Sama Gakuen @ Armeria",1,"5713",1
"827","Género(s):DramaRomanceRecuentos De La VidaYaoi (Soft)",1,"Kami-sama no Ude no Naka",2,"5717",1
"828","Género(s):DramaRomanceSchool LifeShoujo",1,"Kami-sama x Ore-sama x Da...",1,"5724",1
"829","Género(s):DramaRomanceShojo",3,"Kami nomi zo Shiru Sekai",1,"5734",1
"830","Género(s):DramaRomanceShojoSobrenatural",2,"Kamisama Hajimemashita",1,"5736",1
"831","Género(s):DramaRomanceShojoVida Cotidiana",1,"Kamisama No Iutoori NI",2,"5741",1
"832","Género(s):DramaRomanceShojoVida Escolar",6,"Kamitachi ni Hirowareta Otoko",1,"5747",1
"833","Género(s):DramaRomanceShonen",1,"Kanata no Astra",1,"5748",1
"834","Género(s):DramaRomanceShonenSobrenaturalVida Escolar",1,"Kanna To Decchi",1,"5751",1
"835","Género(s):DramaRomanceSobrenaturalFantasíA",1,"Kannagi",1,"5753",1
"836","Género(s):DramaRomanceTragedia",1,"Kanojo-tachi no Saishuu Teiri",1,"5754",1
"837","Género(s):DramaRomanceTragediaMagiaMisterioAventura",1,"Kanojo ga Flag wo Oraretara",1,"5760",1
"838","Género(s):DramaRomanceVida EscolarComedia",1,"Kanojo ni Naru Hi",1,"5762",1
"839","Género(s):DramaRomanceVida EscolarRecuentos De La Vida TragediaWebcomic",1,"Kanojo ni Naru Hi Another",1,"5763",1
"840","Género(s):DramaRomanceVida EscolarYuri",1,"Kanojo wa Rokurokubi",2,"5766",1
"841","Género(s):DramaRomanceWebcomic",3,"Kanojo wa Uso wo Aishisug...",1,"5769",1
"842","Género(s):DramaRomanceYaoi",8,"Kanojo wa Uso wo Aishisugiteru",2,"5778",1
"843","Género(s):DramaRomanceYaoi ",1,"Kanpeki Kareshi Kanojo",1,"5783",1
"844","Género(s):DramaRomanceYaoi (Soft)Recuentos De La Vida",2,"Kare Kano",4,"5792",1
"845","Género(s):DramaRomanceYuri (Soft) ",1,"Kare no Shousou to Koi ni Tsuite",1,"5801",1
"846","Género(s):DramaSeinenVida Cotidiana",2,"Kare to Koi Nante",1,"5803",1
"847","Género(s):DramaShojoVida Escolar",1,"Kataomi to Parade",1,"5829",1
"848","Género(s):DramaShonen-Ai (Yaoi Soft)Romance",1,"Kataomoi no Kakudo",1,"5844",1
"849","Género(s):DramaVida Escolar",1,"Katekyo",1,"5847",1
"850","Género(s):DramaVida EscolarComedia Romance",1,"katekyo hitman rerborn! doujinshi",1,"5852",1
"851","Género(s):DramaVida EscolarComediaRomance",1,"Katekyo! (yaoi)",1,"5856",1
"852","Género(s):DramaVida EscolarRomanceComedia",2,"Katsu",2,"5859",1
"853","Género(s):DramaVida EscolarRomanceComediaRecuentos De La Vida",1,"Kawaii Akuma",1,"5869",1
"854","Género(s):DramaVida EscolarYaoi",2,"Kawaii Joushi wo Komarasetai",2,"5891",1
"855","Género(s):DramaYaoi",2,"Kawaiikereba Hentai demo Suki ni Natte Kuremasu ka?",1,"5902",1
"856","Género(s):DramaYaoi (Soft)",1,"Kazoku Ni Narouyo",2,"5927",1
"857","Género(s):DramaYaoi (Soft)RomanceVida Escolar",1,"Kedamono Kareshi",1,"5943",1
"858","Género(s):DramaYaoi (Soft)Vida EscolarRomance",1,"Keep Touch",1,"5947",1
"859","Género(s):DramaYaoiRecuentos De La VidaVida EscolarPsicolóGico",1,"Keishichou Tokuhanka 007",2,"5948",1
"860","Género(s):DramaYaoiRomance",1,"Kekkon Yubiwa Monogatari",1,"5969",1
"861","Género(s):DramaYuriRomance",2,"Kekkonshite mo Koishiteru",2,"5970",1
"862","Género(s):EcchiAccióN",1,"Kemono ni koishita",1,"5977",1
"863","Género(s):EcchiAccióNAventuraComediaDramaRomanceSobrenatural",1,"Kengan Ashura",1,"5988",1
"864","Género(s):EcchiAccióNComediaDramaArtes Marciales",1,"Kenichi- El Discípulo mas Fuerte de la Historia",1,"5991",1
"865","Género(s):EcchiAdultoAdult",1,"Kenichi el discipulo mas fuerte de la historia",2,"6001",1
"866","Género(s):EcchiComediaRomance",2,"Kenja no Deshi wo Nanoru Kenja",1,"6014",1
"867","Género(s):EcchiComediaRomanceVida Escolar",1,"Kenja no Mago",1,"6021",1
"868","Género(s):EcchiDoujinshiComediaFantasíA",1,"KEVEDD",1,"6022",1
"869","Género(s):EcchiDrama",1,"Ki Ni naru Mori San",1,"6025",1
"870","Género(s):EcchiDramaRecuentos De La VidaRomanceSobrenaturalVida Escolar",1,"Kiba no Tabishounin - La comerciante de armas",1,"6026",1
"871","Género(s):EcchiDramaRomance",1,"Kichiku Encount",2,"6028",1
"872","Género(s):EcchiFamiliaRecuentos De La Vida",1,"Kichiku Megane",1,"6032",1
"873","Género(s):EcchiFantasíAHaremSupernatural",1,"Kigurumi Guardians",1,"6042",1
"874","Género(s):EcchiFantasíAHorrorSeinenTragedia",1,"Kijima-kun",1,"6049",1
"875","Género(s):EcchiFantasíAJoseiMagiaRomanceShojo",1,"Kiken Junai D·N·A",1,"6052",1
"876","Género(s):EcchiFantasíAMaduro",2,"Kikoeru?",1,"6059",1
"877","Género(s):EcchiFantasíAMisterioRomanceEscolarCiencia FiccióNSeinen",1,"Killing Bites",2,"6075",1
"878","Género(s):EcchiFantasíARomance",1,"KILLING STALKING",2,"6077",1
"879","Género(s):EcchiGéNero BenderVida EscolarSobrenatural",1,"Kimi ga Inakya Dame tte Itte",2,"6082",1
"880","Género(s):EcchiHaremAccióN AventuraDramaRomance",1,"Kimi ga koi ni midareru",1,"6083",1
"881","Género(s):EcchiHaremComediaRomance",1,"Kimi ni Koishite Ii desu ka",1,"6088",1
"882","Género(s):EcchiHaremFantasíAAventuraReencarnacióNComedia",1,"Kimi ni Todoke",1,"6093",2
"883","Género(s):EcchiHaremMisterioPsicolóGicoShonenVida Escolar",1,"Kimi ni Yoseru Blue",1,"6096",1
"884","Género(s):EcchiHaremRomanceSeinen",1,"Kimi no Iru Machi",2,"6097",2
"885","Género(s):EcchiHaremRomanceShounen",1,"Kimi no Karada ni Koishiteru!?",1,"6100",1
"886","Género(s):EcchiHaremSobrenaturalShonen",1,"Kimi no Knife",1,"6102",1
"887","Género(s):EcchiJosei",1,"KIMI NO KOTO NADO ZETTAI NI",2,"6103",1
"888","Género(s):EcchiMaduro",2,"Kimi no Nioi ga Suki",1,"6105",1
"889","Género(s):EcchiMaduroRomanceSeinenVida EscolarYuri",1,"KIMI NO OTOGA NANI YAMANAI",1,"6112",1
"890","Género(s):EcchiMaduroSeinen",1,"kimi note",1,"6113",1
"891","Género(s):EcchiParodiaRomanceVida EscolarRecuentos De La Vida",2,"Kimi Shi ni Tamou Koto Nakare",1,"6119",1
"892","Género(s):EcchiRomanceComedia",1,"Kimi to Dake wa Koi ni Ochinai",1,"6121",1
"893","Género(s):EcchiRomanceComediaVida Escolar",2,"Kimi to Kemono na Yume o Miru",1,"6124",1
"894","Género(s):EcchiRomanceHarem",1,"Kimi to kore kara",1,"6129",2
"895","Género(s):EcchiRomanceShonenSobrenatural",1,"Kimi Wa 008",1,"6130",2
"896","Género(s):EcchiRomanceVida EscolarComedia",1,"Kimi wa Amai Amai",1,"6134",1
"897","Género(s):EcchiRomanceVida EscolarComediaRecuentos De La Vida",1,"Kimi wa Kawaii Onnanoko",1,"6137",1
"898","Género(s):EcchiSeinenSobrenatural",1,"Kimi wa Midara na Boku no Joou",1,"6141",1
"899","Género(s):EcchiShonen AiRomance",2,"Kimi Wa Nani Mo Shiranai",1,"6142",1
"900","Género(s):EcchiVida EscolarComedia",1,"kimikiss pure rouge",1,"6149",1
"901","Género(s):EcchiYuri (Soft)",1,"Kin no Kanojo- Gin no Kanojo",1,"6150",1
"902","Género(s):FantasíAAccióNAventura",2,"Kindan no Koi de Ikou",1,"6152",1
"903","Género(s):FantasíAAccióNAventuraDramaTragediaSobrenatural",1,"KINDAN SECRET GARDEN",1,"6158",1
"904","Género(s):FantasíAAccióNRomanceGore",1,"King Of Hell",1,"6159",2
"905","Género(s):FantasíAArtes MarcialesHistóRico",1,"Kingdom",1,"6163",2
"906","Género(s):FantasíACiencia FiccióNShounenSobrenatural",1,"Kinkyori Renai",1,"6164",1
"907","Género(s):FantasíACiencia FiccióNYaoi (Soft)HistóRicoComedia",1,"Kiraboshi Dial",1,"6165",1
"908","Género(s):FantasíAComediaRomanceEcchi",1,"Kirai",1,"6167",2
"909","Género(s):FantasíAComediaRomanceSobrenatural",1,"Kirai ja Nai Kedo",1,"6172",1
"910","Género(s):FantasíAComediaSobrenaturalRomanceDramaRecuentos De La Vida",2,"Kirakira no Hibi",2,"6178",1
"911","Género(s):FantasíAComediaYaoi (Soft)PsicolóGicoRomance",1,"Kirepapa",1,"6180",1
"912","Género(s):FantasíAGender BenderHaremRecuentos De La VidaRomanceShojo",1,"Kishuku Gakkou no Juliet",2,"6186",1
"913","Género(s):FantasíAHaremPsicolóGicoShojoSmut",2,"Kiss de Seiyaku",1,"6196",1
"914","Género(s):FantasíAHistóRicoRomanceShojo",1,"Kiss hug",1,"6204",1
"915","Género(s):FantasíAHorrorPsicolóGicoEscolarShounenSobrenatural",3,"Kiss me princess (yaoi)",1,"6220",1
"916","Género(s):FantasíAMagiaSobrenaturalCiencia FiccióNAventuraRecuentos De La Vida",2,"Kiwaguro no Brynhildr",3,"6238",1
"917","Género(s):FantasíAMisterioReencarnacióNRomanceWebcomic",1,"Knights & Magic",1,"6258",1
"918","Género(s):FantasíARomanceComedia",1,"Kobayashi-san Chi no Maid Dragon: Kanna no Nichijou",1,"6427",1
"919","Género(s):FantasíARomanceComediaAccióNAventura",1,"Kobayashi ga Kawai Sugite Tsurai!!",2,"6428",2
"920","Género(s):FantasíARomanceHarem",2,"Kocchi Muite, AI",1,"6434",1
"921","Género(s):FantasíARomanceShojoSobrenaturalVida Escolar",3,"Kochou No Yumeji",1,"6437",1
"922","Género(s):FantasíARomanceSobrenaturalYaoi (Soft)AccióNDrama",1,"Kodoku na Taka wa Hitokoishikute",1,"6461",1
"923","Género(s):FantasíAShonenSobrenatural",1,"Kodomo no Jikan - Hokago",1,"6468",1
"924","Género(s):Gender Bender ReencarnacióNRomanceFantasíAMagiaAccióN",1,"Kodomo no omocha",1,"6471",1
"925","Género(s):Gender BenderDramaComediaReencarnacióNMagiaRomance",1,"Koe no Katachi",2,"6475",1
"926","Género(s):Gender BenderRomanceEscolarShojo",1,"Koi Hirari",1,"6477",2
"927","Género(s):Gender BenderRomanceSeinen",2,"Koi Inu",1,"6483",1
"928","Género(s):Gender BenderVida EscolarRomanceMusical",1,"Koi made Hyakurin",1,"6497",2
"929","Género(s):GL (Girls Love)Recuentos De La Vida",1,"Koi Nante Shinai",1,"6499",2
"930","Género(s):GL (Girls Love)Vida EscolarRomance",1,"Koi ni naranai waka ga nai",2,"6503",1
"931","Género(s):GoreHorrorMisterioRomanceSobrenaturalSuper Poderes",1,"Koi to Himitsu no Gakuseiryou",1,"6506",1
"932","Género(s):HaremAccióNAventuraComediaFantasíAArtes MarcialesRomance",1,"Koi to Kaerou",1,"6511",2
"933","Género(s):HaremAccióNAventuraDramaRomanceSobrenaturalFantasíA",1,"Koi to Kaimono to Seitokai",1,"6517",1
"934","Género(s):HaremAccióNRomanceFantasíA",1,"Koi to Uso",1,"6520",1
"935","Género(s):HaremDoujinshiAccióNAventuraRomanceTragedia",1,"Koi to wa Baka de Aru Koto da",1,"6522",1
"936","Género(s):HaremMagiaFantasíARomanceAventuraAccióN",1,"Koi wa hito no hoka",1,"6526",2
"937","Género(s):HaremRomanceShojoVida Escolar",1,"koi wa tsuzuku yo doko made demo",1,"6527",2
"938","Género(s):HentaiEcchiComediaAdultEscolar",1,"Koi Wazurai no Ellie",1,"6528",1
"939","Género(s):HistóRicoDramaRomanceBL (Boys Love)Recuentos De La Vida",1,"Koibito wa Danna-sama",1,"6532",1
"940","Género(s):HistóRicoJoseiRomanceSobrenatural",1,"Koishii Akuma",1,"6534",1
"941","Género(s):HistóRicoRomanceShojo",2,"Koishite Daddy",1,"6539",2
"942","Género(s):HistóRicoRomanceYaoi (Soft)MagiaArtes Marciales",1,"Koisuru Harinezumi",1,"6544",1
"943","Género(s):HorrorMisterioPsicolóGicoSuspense",1,"Koisuru Mitsuba",1,"6545",2
"944","Género(s):HorrorMisterioPsicolóGicoSuspenseSobrenatural",1,"Koitomo!?",2,"6548",2
"945","Género(s):HorrorMisterioRecuentos De La VidaSeinenSobrenaturalVida Escolar",3,"Kokumei No Hi",2,"6551",1
"946","Género(s):HorrorMisterioRomanceShojoSobrenatural",1,"Komatsubara ga Koibito ni Naritasou ni Kochira o Mite Iru!",1,"6553",1
"947","Género(s):HorrorMisterioSobrenaturalRomance",1,"Komatta Toki ni wa Hoshi ni Kike!",1,"6555",1
"948","Género(s):HorrorMisterioSobrenaturalVida Escolar",1,"KOMI-SAN WA KOMYUSHOU DESU",2,"6558",1
"949","Género(s):HorrorPsicolóGicoRomanceTragedia",1,"Kongoh Bancho",3,"6560",1
"950","Género(s):HorrorSeinen",1,"Konjiki No Gash",1,"6561",1
"951","Género(s):HorrorYaoiPsicolóGicoRomance",1,"Konjiki no Word Master: Yuusha Yonin ni Makikomareta Unique Cheat",1,"6570",1
"952","Género(s):JoseiRomance",2,"Konna Amai Koto, Shiranai",1,"6573",1
"953","Género(s):JoseiRomanceShojo",3,"Kono Oneesan wa Fiction desu!",1,"6579",2
"954","Género(s):JoseiRomanceVida Escolar ",2,"Kono S wo- Mi yo!: Cupid no Itazura",1,"6580",1
"955","Género(s):MaduroAdult",1,"Kono Subarashii Sekai ni Bakuen wo!",1,"6589",1
"956","Género(s):MaduroRecuentos De La VidaRomanceVida EscolarYaoi",1,"Kono Subarashii Sekai ni Shukufuku wo!",2,"6593",1
"957","Género(s):MaduroRomanceSobrenaturalYaoi",1,"konya mo jirettai",2,"6594",1
"958","Género(s):MaduroRomanceVida Escolar Yaoi",1,"Konya mo Nemurenai",1,"6602",1
"959","Género(s):MaduroRomanceVida EscolarYaoi",1,"Konyakusei",2,"6604",1
"960","Género(s):MilitarHaremDramaRomance",1,"Kore ga Koi to Iunaraba",1,"6605",1
"961","Género(s):MisterioPsicolóGicoRecuentos De La VidaSupervivenciaSuspenseTragedia",2,"Koroshi Ai",1,"6609",1
"962","Género(s):PsicolóGicoEcchiCiencia FiccióNHaremApocalíPticoSupervivencia",1,"Kou 1 Desu ga Isekai de Joushu Hajimemashita",3,"6612",1
"963","Género(s):PsicolóGicoSeinenDeportes",1,"Koudai-ke no Hitobito",1,"6615",1
"964","Género(s):PsicolóGicoYaoi (Soft)Drama",1,"Kouritsu Kuriya Madoushi- Daini no Jinsei de Madou o Kiwameru",2,"6618",1
"965","Género(s):Recuentos De La VidaComedia",1,"Kowagaranai de, Soba ni Ite",1,"6620",1
"966","Género(s):Recuentos De La VidaRomance",3,"Kuchi no Naka no Shita",2,"6622",3
"967","Género(s):Recuentos De La VidaRomanceComediaEcchi",1,"Kuchibiru ni Kimi no iro",1,"6626",1
"968","Género(s):Recuentos De La VidaRomanceYaoi (Soft)",1,"Kuchizuke wa Uso no Aji",1,"6627",1
"969","Género(s):Recuentos De La VidaYaoiRomance",1,"Kudan no Gotoshi",1,"6633",1
"970","Género(s):ReencarnacióNFantasíA",2,"Kumo Desu ga- Nani ka?",1,"6636",1
"971","Género(s):ReencarnacióNParodiaHaremComediaFantasíARomance",1,"Kunisaki Izumo no Jijou",1,"6641",1
"972","Género(s):Romance",9,"Kunkou schale",1,"6645",1
"973","Género(s):Romance Shojo",1,"Kuragehime",1,"6649",1
"974","Género(s):RomanceAccióN",1,"Kuro Hakushaku wa Hoshi o Mederu",1,"6650",1
"975","Género(s):RomanceBL (Boys Love)Recuentos De La Vida",1,"Kuro no Shoukanshi",1,"6651",1
"976","Género(s):RomanceComedia",1,"Kurogane",1,"6653",1
"977","Género(s):RomanceComediaDrama",1,"Kurogane No Linebarrels",1,"6655",1
"978","Género(s):RomanceComediaFantasíADrama",1,"Kurohyou to 16-sai",1,"6658",1
"979","Género(s):RomanceComediaFantasíADramaPsicolóGico",1,"Kuroko no Basket",1,"6660",1
"980","Género(s):RomanceComediaHistóRico",1,"Kuromori-san wa Smartphone ga Tsukaenai",1,"6661",2
"981","Género(s):RomanceComediaRecuentos De La Vida",1,"Kuroneko Kareshi no Afurekata",1,"6665",1
"982","Género(s):RomanceComediaVida Escolar",2,"Kuroneko Kareshi no Aishikata",1,"6669",1
"983","Género(s):RomanceDrama",2,"Kuroneko kareshi no asobikata",1,"6675",1
"984","Género(s):RomanceDramaAdult",2,"Kuroneko Kareshi no Nakasekata",1,"6676",1
"985","Género(s):RomanceDramaComediaRecuentos De La Vida",1,"Kurosaki kun no Iinari ni nante naranai",1,"6679",1
"986","Género(s):RomanceDramaComediaYaoi (Soft)",4,"Kuroshitsuji",1,"6682",1
"987","Género(s):RomanceDramaHistóRico",1,"Kusuriya no Hitorigoto",1,"6683",1
"988","Género(s):RomanceDramaPsicolóGicoComedia",1,"Kuzumi-kun, Kuuki Yometemasu ka?",2,"6684",1
"989","Género(s):RomanceDramaRecuentos De La VidaComediaEcchi",1,"Kyokou no Ou",1,"6688",1
"990","Género(s):RomanceDramaYaoi (Soft)",2,"Kyokou Suiri ~ Invented Inference",1,"6691",1
"991","Género(s):RomanceEcchi",3,"Kyou Kara Mongen 7:00 Desu",1,"6701",1
"992","Género(s):RomanceEscolarShojo",8,"Kyou Koi Wo Hajimemasu",2,"6707",1
"993","Género(s):RomanceEscolarSmut",2,"Kyou no Asuka show",1,"6722",1
"994","Género(s):RomanceHistóRicoComediaReencarnacióN",1,"Kyou no Kira-kun",2,"6736",1
"995","Género(s):RomanceRecuentos De La Vida",1,"Kyoudai hodo Chikaku Tooimono wa Nai",1,"6737",1
"996","Género(s):RomanceRecuentos De La VidaComediaDemoniosMisterio",1,"Kyoukai no Rinne",1,"6742",1
"997","Género(s):RomanceRecuentos De La VidaVida EscolarDrama",2,"Kyoushi mo Iroiro Aru Wake de",2,"6744",1
"998","Género(s):RomanceReencarnacióNArtes MarcialesFantasíA Drama",1,"La Biblioteca de Lang Huan",1,"6747",1
